12.3863567048, 13.6986396327, 13.6986396327, 12.9874086124, 52.9830715639, 13.6986396327, 13.6986396327, 11.7648667544, 12.9874086124, 11.3877383597, 13.6986396327, 11.7513798353, 11.2345264878, 11.7513798353, 13.6986396327, 13.6986396327, 12.9874086124, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 12.9874086124, 11.6617983917, 12.5072808448, 8.3943857849, 12.3863567048, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 16.4296379379, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 10.612913796, 13.6986396327, 12.9874086124, 13.6986396327, 28.1414459274, 13.6986396327, 13.6986396327, 13.6986396327, 12.3863567048, 13.6986396327, 12.3863567048, 14.4441224416, 13.6986396327, 13.6986396327, 12.9874086124, 13.6986396327, 16.2327301622, 13.6986396327, 13.6986396327, 17.8415232484, 13.6986396327, 11.2345264878, 13.6986396327, 11.7513798353, 13.6986396327, 12.8141966291, 11.2345264878, 15.4496028373, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 13.3234682931, 13.6986396327, 11.7513798353, 13.6986396327, 13.6986396327, 13.6986396327, 11.7513798353, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 11.3877383597, 13.6986396327, 13.6986396327, 13.6986396327, 12.5223088116, 13.6986396327, 11.2345264878, 11.7513798353, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 12.7254169947, 13.6986396327, 13.4459339196, 13.6986396327, 12.9874086124, 
8.3943857849, 13.6986396327, 13.6986396327, 12.3863567048, 13.6986396327, 11.3877383597, 12.9874086124, 8.3943857849, 12.9874086124, 12.9874086124, 13.6986396327, 13.6808024351, 14.4441224416, 6.6735156895, 13.6986396327, 12.7254169947, 13.543629497, 13.6986396327, 15.1903741615, 13.6986396327, 12.9874086124, 12.3863567048, 11.3877383597, 12.9874086124, 13.6986396327, 11.2345264878, 9.698009753, 11.3877383597, 12.9874086124, 11.2345264878, 11.7513798353, 15.4496028373, 16.4296379379, 12.9874086124, 13.6986396327, 11.3877383597, 12.3863567048, 12.9874086124, 13.6986396327, 13.6986396327, 13.6068765235, 7.9411745612, 13.6986396327, 11.3877383597, 13.6986396327, 8.3943857849, 12.3863567048, 13.6986396327, 13.6986396327, 13.6986396327, 11.2345264878, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 12.9874086124, 13.6986396327, 13.6986396327, 12.3863567048, 13.6986396327, 13.6986396327, 13.6283165649, 12.7254169947, 13.6986396327, 13.6986396327, 10.612913796, 13.6986396327, 13.6986396327, 12.9874086124, 13.6986396327, 7.9411745612, 13.6986396327, 13.6986396327, 11.7513798353, 12.3863567048, 11.3877383597, 11.8241707474, 12.6183509505, 11.1677312373, 11.3877383597, 12.3863567048, 12.9874086124, 12.9874086124, 13.6986396327, 13.6986396327, 13.6986396327, 13.6986396327, 11.7648667544, 12.3863567048, 13.6986396327, 13.6986396327, 11.3877383597, 13.6986396327, 13.6986396327, 11.2034525008, 13.6986396327, 9.698009753, 13.6986396327, 13.6986396327, 
6.6735156895, 7.9411745612, 11.7513798353, 11.3877383597, 13.6986396327, 11.3877383597, 10.9978700079, 13.6986396327, 11.1677312373, 11.3877383597, 13.6986396327, 11.2345264878, 11.8241707474, 13.6986396327, 12.3863567048, 12.3863567048, 12.9874086124, 13.6986396327, 13.6986396327, 11.3877383597, 12.9874086124, 10.612913796, 13.354199698, 13.6986396327, 11.3877383597, 16.1549842851, 13.6986396327, 13.3234682931, 13.6986396327, 11.1677312373, 12.3863567048, 13.6986396327, 13.6986396327, 8.3943857849, 11.2345264878, 11.7648667544, 12.3863567048, 11.7513798353, 13.6986396327, 11.3877383597, 12.7254169947, 13.6986396327, 10.3274997701, 13.6986396327, 10.6397391151, 11.2345264878, 12.9874086124, 10.3274997701, 13.6986396327, 7.9411745612, 9.698009753, 7.9411745612, 11.7513798353, 13.6986396327, 11.3877383597, 13.6986396327, 11.7513798353, 13.6986396327, 11.7513798353, 12.9874086124, 12.9874086124, 10.612913796, 13.6986396327, 12.9874086124, 11.8241707474, 12.3863567048, 10.4700922251, 11.7513798353, 11.2345264878, 11.7513798353, 11.8241707474, 7.9411745612, 13.0929741402, 10.612913796, 13.6986396327, 10.6397391151, 12.9874086124, 13.6986396327, 11.3877383597, 11.7513798353, 11.6617983917, 7.9411745612, 13.6986396327, 13.6986396327, 11.1677312373, 13.6986396327, 13.6986396327, 13.6986396327, 13.1242946768, 8.2285535313, 13.6986396327, 21.0885084223, 10.2894023701, 12.3863567048, 12.9874086124, 12.3863567048, 13.6986396327, 11.3877383597, 11.3877383597, 12.3863567048, 12.3863567048, 
6.6735156895, 10.3274997701, 10.4503935162, 13.6986396327, 12.9874086124, 7.9411745612, 13.6986396327, 11.1677312373, 12.9874086124, 13.9658355469, 12.3863567048, 10.6397391151, 12.3863567048, 8.2605836045, 11.7513798353, 8.3943857849, 11.3877383597, 12.5223088116, 11.8241707474, 11.2345264878, 10.3274997701, 12.3863567048, 13.5886491822, 10.4700922251, 12.3863567048, 10.612913796, 11.2345264878, 7.9411745612, 10.612913796, 13.6986396327, 13.3234682931, 13.6986396327, 10.7730013703, 13.6986396327, 10.612913796, 7.9411745612, 13.6986396327, 10.3274997701, 11.3877383597, 10.612913796, 13.6986396327, 11.5730344948, 12.3863567048, 13.6986396327, 13.6986396327, 11.1677312373, 11.2345264878, 13.6986396327, 11.7513798353, 13.6986396327, 10.3796174416, 11.3877383597, 11.7513798353, 11.1677312373, 13.6986396327, 13.6986396327, 12.9874086124, 13.4920748064, 11.7648667544, 11.3877383597, 11.3877383597, 11.7513798353, 13.6986396327, 13.6986396327, 12.3863567048, 13.6986396327, 13.0929741402, 11.2345264878, 12.0145384197, 10.9978700079, 11.2345264878, 11.3877383597, 13.6986396327, 11.2345264878, 11.3877383597, 13.6986396327, 12.3863567048, 9.698009753, 11.3877383597, 7.9411745612, 12.3883669254, 9.645438646, 12.9874086124, 11.7648667544, 11.1677312373, 13.6986396327, 12.9874086124, 7.9411745612, 13.6986396327, 7.9411745612, 12.9874086124, 13.6986396327, 11.7513798353, 10.4700922251, 13.1181393367, 10.6397391151, 12.3863567048, 13.6986396327, 11.7513798353, 13.543629497, 13.6986396327, 
6.6735156895, 11.1677312373, 11.2345264878, 11.1677312373, 13.1765831464, 10.612913796, 28.8421194839, 11.1677312373, 11.7648667544, 10.9044456207, 13.543629497, 9.698009753, 11.2345264878, 11.7513798353, 13.001255746, 10.6397391151, 11.2345264878, 9.698009753, 12.9874086124, 10.3274997701, 12.3863567048, 15.4649495409, 12.9874086124, 11.1677312373, 11.7648667544, 7.9411745612, 15.5358476107, 10.4503935162, 12.9874086124, 11.7513798353, 11.2345264878, 10.2894023701, 12.3863567048, 10.3274997701, 11.3779659283, 10.3274997701, 10.4700922251, 12.3409798014, 10.612913796, 10.6397391151, 11.2345264878, 11.7513798353, 10.9978700079, 13.6986396327, 11.7513798353, 11.3877383597, 13.6986396327, 12.3863567048, 12.3863567048, 7.9411745612, 10.6397391151, 8.8303177273, 11.7513798353, 7.9411745612, 7.9411745612, 9.698009753, 11.7513798353, 11.2345264878, 11.7513798353, 13.6784197409, 10.5308762226, 11.6153560272, 12.9874086124, 11.7513798353, 10.7730013703, 11.7513798353, 13.6986396327, 11.7513798353, 13.6986396327, 7.9411745612, 13.1448589675, 11.1677312373, 11.3877383597, 7.9411745612, 10.612913796, 12.3163646075, 10.9044456207, 13.6986396327, 13.6986396327, 10.612913796, 13.6986396327, 11.8241707474, 10.4700922251, 11.7513798353, 11.2345264878, 11.1677312373, 11.1677312373, 13.6986396327, 10.6397391151, 11.3877383597, 12.3863567048, 12.9874086124, 12.3409798014, 10.659619394, 11.7513798353, 7.9411745612, 15.6436676458, 13.6986396327, 9.2281493257, 11.7513798353, 11.9598356896, 
6.6735156895, 12.8630383305, 11.2345264878, 13.6986396327, 9.9066779551, 10.3701697556, 12.3863567048, 8.4932124659, 13.0065806544, 12.9874086124, 7.9411745612, 10.6397391151, 13.6986396327, 12.3163646075, 11.2345264878, 12.9874086124, 13.3851416363, 10.3274997701, 10.612913796, 7.9411745612, 11.1677312373, 11.7513798353, 11.7513798353, 11.2345264878, 9.645438646, 7.9411745612, 9.698009753, 10.0682139202, 12.9874086124, 11.7513798353, 9.698009753, 7.9411745612, 9.9885916513, 15.6519535233, 11.1677312373, 11.2345264878, 11.7513798353, 10.612913796, 12.9874086124, 12.3863567048, 11.7513798353, 9.698009753, 12.9874086124, 7.9411745612, 7.9411745612, 11.2345264878, 10.612913796, 13.6986396327, 11.3779659283, 10.3274997701, 10.6397391151, 9.698009753, 8.0537625567, 12.9874086124, 11.6617983917, 9.698009753, 11.3877383597, 13.6986396327, 13.6986396327, 8.1183279818, 10.3274997701, 7.9411745612, 10.2894023701, 12.3863567048, 10.6397391151, 7.9411745612, 13.0065806544, 13.6986396327, 13.6986396327, 8.0537625567, 11.2345264878, 9.698009753, 10.6397391151, 7.9411745612, 12.9874086124, 9.2281493257, 11.1677312373, 8.8303177273, 12.9874086124, 11.3877383597, 12.9874086124, 11.7513798353, 10.612913796, 9.698009753, 12.9874086124, 12.4440742848, 10.3274997701, 9.645438646, 10.6397391151, 13.6986396327, 12.0541947625, 10.3274997701, 10.6397391151, 14.1426702143, 11.7513798353, 11.3877383597, 10.6397391151, 12.9874086124, 10.612913796, 13.6986396327, 12.9874086124, 
6.6735156895, 13.6986396327, 9.698009753, 9.698009753, 9.645438646, 9.698009753, 10.6397391151, 10.3274997701, 12.3863567048, 10.3555116594, 10.3274997701, 13.6986396327, 10.612913796, 9.698009753, 9.698009753, 13.6784197409, 10.6397391151, 12.9874086124, 7.9411745612, 7.9411745612, 9.698009753, 12.9874086124, 12.9874086124, 7.9411745612, 10.3274997701, 7.9411745612, 10.3274997701, 8.0537625567, 10.612913796, 11.7513798353, 10.9044456207, 8.0537625567, 10.8417055615, 11.3877383597, 13.2831123752, 9.645438646, 11.3877383597, 10.6397391151, 11.7513798353, 10.3274997701, 11.3877383597, 9.645438646, 11.3877383597, 13.415153842, 10.612913796, 10.3274997701, 11.3877383597, 13.6986396327, 8.4932124659, 7.9411745612, 7.9411745612, 7.9411745612, 13.6986396327, 9.2534959871, 13.0873777938, 10.612913796, 11.2345264878, 13.6986396327, 11.2345264878, 8.8303177273, 11.1677312373, 11.7513798353, 11.6153560272, 9.698009753, 8.4932124659, 7.9411745612, 8.493420128, 7.9411745612, 7.9411745612, 10.612913796, 10.6397391151, 7.9411745612, 10.6397391151, 10.9044456207, 13.6986396327, 7.9411745612, 13.6986396327, 16.2327301622, 8.1183279818, 10.3701697556, 10.0682139202, 6.8855806357, 15.9790691457, 13.6986396327, 10.6397391151, 7.9411745612, 10.3274997701, 12.9874086124, 11.7513798353, 9.698009753, 12.3863567048, 11.7615113347, 9.9066779551, 11.7513798353, 12.9874086124, 10.3274997701, 9.2281493257, 10.9044456207, 11.7513798353, 7.9411745612, 7.9411745612, 
6.6735156895, 6.6735156895, 9.698009753, 10.9452214336, 9.698009753, 13.6986396327, 12.3863567048, 13.6986396327, 11.1677312373, 9.2281493257, 11.8778493524, 7.9411745612, 10.612913796, 38.6687167966, 13.2831123752, 7.9411745612, 10.6397391151, 9.2281493257, 13.6986396327, 8.0537625567, 9.698009753, 11.7513798353, 10.2532100641, 12.3863567048, 9.698009753, 7.9411745612, 13.6986396327, 10.6397391151, 10.6397391151, 9.645438646, 9.645438646, 7.9411745612, 9.698009753, 13.6986396327, 9.2281493257, 9.2281493257, 9.645438646, 10.3274997701, 11.0693429776, 11.3877383597, 9.698009753, 10.3274997701, 12.0087542653, 9.2530306185, 8.493420128, 12.3863567048, 7.9411745612, 9.645438646, 11.5068915373, 9.2281493257, 10.612913796, 10.3274997701, 11.2345264878, 7.9411745612, 12.3863567048, 11.3877383597, 17.8415232484, 11.0585815502, 8.2955516946, 7.9411745612, 7.9411745612, 12.3163646075, 11.7513798353, 7.9411745612, 6.6735156895, 11.7513798353, 10.3274997701, 7.9411745612, 9.645438646, 12.9874086124, 12.9874086124, 13.6986396327, 11.7513798353, 7.9411745612, 13.6986396327, 8.0537625567, 10.612913796, 9.698009753, 10.3274997701, 23.54537418, 13.6986396327, 12.3863567048, 12.9874086124, 9.645438646, 13.6986396327, 9.698009753, 11.9541427162, 11.1677312373, 12.3863567048, 9.645438646, 9.698009753, 7.9411745612, 11.3877383597, 8.4932124659, 11.3877383597, 7.9411745612, 7.9411745612, 10.2505030059, 7.9411745612, 11.7513798353, 10.9044456207, 
6.6735156895, 15.3320316506, 13.6986396327, 11.9667862852, 7.9411745612, 11.3877383597, 9.698009753, 10.9044456207, 11.3877383597, 7.9411745612, 9.698009753, 7.9411745612, 8.2955516946, 11.7513798353, 9.698009753, 20.106408326, 13.6986396327, 9.2281493257, 12.9874086124, 11.7513798353, 10.6397391151, 11.7513798353, 10.6523403234, 7.9411745612, 7.9411745612, 7.9411745612, 7.9411745612, 13.6986396327, 13.6986396327, 12.9052293033, 11.7513798353, 7.9411745612, 13.6986396327, 13.6986396327, 10.6397391151, 13.6986396327, 11.2345264878, 11.7513798353, 12.9874086124, 10.612913796, 11.7513798353, 9.645438646, 12.9874086124, 10.612913796, 11.7513798353, 7.9411745612, 11.7513798353, 13.6986396327, 9.645438646, 13.6986396327, 9.645438646, 7.9411745612, 9.4359176053, 13.6986396327, 9.698009753, 9.698009753, 23.3058266299, 13.6986396327, 9.2281493257, 13.6986396327, 10.6397391151, 8.2955516946, 9.2530306185, 9.645438646, 11.8241707474, 10.9044456207, 7.9411745612, 9.645438646, 10.6397391151, 12.3863567048, 12.3863567048, 12.9874086124, 10.3274997701, 13.6986396327, 9.645438646, 7.9411745612, 7.9411745612, 13.4090818085, 7.9411745612, 10.7730013703, 11.3877383597, 7.9411745612, 13.6986396327, 7.9411745612, 10.6397391151, 12.3863567048, 9.2281493257, 10.3274997701, 10.6397391151, 7.9411745612, 8.2955516946, 7.1735217087, 12.9874086124, 9.645438646, 10.3274997701, 13.6986396327, 11.1677312373, 13.6986396327, 9.2281493257, 11.1650347151, 12.3863567048, 
6.6735156895, 6.6735156895, 8.3943857849, 13.6986396327, 11.2345264878, 10.3274997701, 10.6397391151, 9.698009753, 12.9874086124, 10.612913796, 10.612913796, 9.645438646, 13.2670101871, 7.9411745612, 7.9411745612, 11.7513798353, 9.698009753, 7.9411745612, 9.2281493257, 10.3274997701, 13.6986396327, 7.9411745612, 7.9411745612, 7.1735217087, 8.0316327922, 7.9411745612, 13.6986396327, 10.6397391151, 11.3877383597, 8.3943857849, 13.6986396327, 13.6986396327, 7.9411745612, 11.7513798353, 7.9411745612, 11.7513798353, 9.7371637579, 9.645438646, 9.2281493257, 11.2345264878, 11.3877383597, 9.2534959871, 10.7730013703, 13.4818678248, 8.3943857849, 8.0316327922, 13.6986396327, 13.5541970931, 11.8838176682, 11.2345264878, 13.6986396327, 11.7513798353, 7.9411745612, 7.1735217087, 7.9411745612, 9.645438646, 10.6397391151, 13.6986396327, 13.6986396327, 9.4359176053, 9.698009753, 9.645438646, 10.6397391151, 7.9411745612, 10.3274997701, 13.6986396327, 12.3863567048, 7.1735217087, 10.612913796, 12.3883669254, 9.645438646, 13.6986396327, 12.3863567048, 13.6986396327, 13.6986396327, 7.9411745612, 10.612913796, 7.9411745612, 12.2375008074, 13.6986396327, 10.6397391151, 9.645438646, 11.3877383597, 7.9411745612, 10.8417055615, 7.9411745612, 8.2955516946, 11.7513798353, 9.645438646, 7.9411745612, 7.9411745612, 7.9411745612, 7.9411745612, 13.6986396327, 9.2530306185, 9.2281493257, 10.6397391151, 9.645438646, 10.612913796, 14.2827694091, 12.3863567048, 
